academic_title,active_country_id,adel,alt_first_names,alt_surnames,aph_id,clean_name,country_of_birth_id,creation_date,date_of_death,dob,family_status,first_name,gender,id,in_parlperiod,information_source,occupation,ortszusatz,party_id,place_of_birth,positions,prefix,religion,short_bio,surname,title,unique_id,year_of_birth
,2921044,,['Ulrike'],['HöfkenDeipenbrock'],,Ulrike HöfkenDeipenbrock,,2019-05-28 16:33:42.735807+00:00,,,,Ulrike,,83973,[13],from protocol scraping 13/030 PDF/SP: Ulrike HöfkenDeipenbrock,,,,,,,,,HöfkenDeipenbrock,,,
,2921044,,['Hans-Joachim'],"[""Fuchtel'""]",,Hans-Joachim Fuchtel',,2019-05-28 16:32:02.617267+00:00,,,,Hans-Joachim,,83958,[13],from protocol scraping 13/021 PDF/SP: Hans-Joachim Fuchtel',,,,,,,,,Fuchtel',,,
,2921044,,['Amke'],['Dietert-Scheuer:'],,Amke Dietert-Scheuer:,,2019-05-28 16:32:06.518686+00:00,,,,Amke,,83959,[13],from protocol scraping 13/021 PDF/SP: Amke Dietert-Scheuer: (BÜNDNIS 90/DIE GRÜNEN),,,,,,,,,Dietert-Scheuer:,,,
,2921044,,['Norbert'],['Rängen'],,Norbert Rängen,,2019-05-28 16:32:17.778173+00:00,,,,Norbert,,83961,[13],from protocol scraping 13/022 PDF/SP: Norbert Rängen (CDU/CSU),,,107.0,,,,,,Rängen,,,
,2921044,,['Freimund'],['Duve'],,Freimund Duve,,2019-05-28 16:28:53.055409+00:00,,,,Freimund,,83949,[13],from protocol scraping 13/005 PDF/SP: Freimund Duve,,,110.0,,,,,,Duve,,,
,2921044,,['CDU/CSU'],['Odendahl'],,CDU/CSU Odendahl,,2019-05-28 16:33:13.737536+00:00,,,,CDU/CSU,,83968,[13],from protocol scraping 13/027 PDF/SP: Beifall bei der CDU/CSU Doris Odendahl,,,110.0,,,,,,Odendahl,,,
,2921044,,['SP'],['Solms'],,SP Solms,,2019-05-28 16:29:42.524778+00:00,,,,SP,,83952,[13],from protocol scraping 13/009 PDF/SP: Beifall bei der SPD	Dr. Hermann Otto Solms,,,,,,,,,Solms,,,
,2921044,,['Günther'],['Rexrodt'],,Günther Rexrodt,,,,,,Günther,,81501,"[13, 14]",from protocol scraping 14/239 TEI/POI: Günther Rexrodt,,,,,,,,,Rexrodt,Dr.,,
,2921044,,['Frederik'],['Schulze'],,Frederik Schulze,,2019-05-28 16:29:34.917079+00:00,,,,Frederik,,83951,[13],from protocol scraping 13/008 PDF/SP: Frederik Schulze,,,107.0,,,,,,Schulze,,,
,2921044,,['Karl-Hermann'],['Haack'],,Karl-Hermann Haack,,,,,,Karl-Hermann,,81184,"[13, 14]",from protocol scraping 14/014 TEI/POI: Karl-Hermann Haack,,Extertal,110.0,,,,,,Haack,,,
,2921044,,[''],['Hans-Ulrich'],,Hans-Ulrich,,2019-05-28 16:32:19.167465+00:00,,,,,,83962,[13],from protocol scraping 13/023 PDF/SP: Vizepräsident Hans-Ulrich,,,,,['Vizepräsident'],,,,Hans-Ulrich,,,
,2921044,,['Eduard'],['Lindtner'],,Eduard Lindtner,,2019-05-28 16:32:20.803612+00:00,,,,Eduard,,83963,[13],"from protocol scraping 13/023 PDF/SP: Eduard Lindtner, Parl. Staatssekretär beim Bundesminister des Innern",,,,,['Parl. Staatssekretär beim Bundesminister Innern'],,,,Lindtner,,,
Dr.,2921044,,['Wolfgang'],['Geldern'],,Dr. Wolfgang Geldern,2921044.0,,,1944-01-01,,Wolfgang,2.0,77501,"[8, 9, 10, 11, 12]",MDB Stammdata,"Rechtsanwalt, Parl. Staatssekretär a. D.",,107.0,Dorum / Landkrs. Cuxhaven,['parliamentarian'],,,,Geldern,Dr.,,1944.0
,2921044,,['Margareta'],['WolfMayer'],,Margareta WolfMayer,,2019-05-28 16:33:25.429323+00:00,,,,Margareta,,83971,[13],from protocol scraping 13/029 PDF/SP: Margareta WolfMayer,,,,,,,,,WolfMayer,,,
,2921044,,[''],['Barbara'],,Dr. Barbara,,2019-05-28 16:33:26.132614+00:00,,,,,,83972,[13],from protocol scraping 13/029 PDF/SP: Dr. Barbara 11611,,,,,,,,,Barbara,Dr.,,
,2921044,,['Peter'],['Heidt'],,Peter Heidt,,2020-02-05 13:44:36.699452+00:00,,,,Peter,,84168,[19],from protocol scraping 19/125 Bundestag XML: Peter Heidt,,,109.0,,,,,,Heidt,,,
,2921044,,['Sylvia'],['Lehmann'],,Sylvia Lehmann,,2020-02-05 13:48:31.857859+00:00,,,,Sylvia,,84169,[19],from protocol scraping 19/134 Bundestag XML: Sylvia Lehmann,,,,,,,,,Lehmann,,,
,2921044,,[''],['KarambaDiaby'],,Dr. KarambaDiaby,,2020-02-05 13:50:09.790949+00:00,,,,,,84170,[19],from protocol scraping 19/139 Bundestag XML: Dr. KarambaDiaby,,,,,,,,,KarambaDiaby,Dr.,,
,2921044,,['Elke'],['Breitenbach'],,Elke Breitenbach,,2020-02-05 13:50:34.972761+00:00,,,,Elke,,84171,[19],from protocol scraping 19/140 Bundestag XML: Elke Breitenbach,,,,,,,,,Breitenbach,,,
,2921044,,['Benjamin-Immanuel'],['Hoff'],,Benjamin-Immanuel Hoff,,2020-02-05 13:50:46.740217+00:00,,,,Benjamin-Immanuel,,84172,[19],from protocol scraping 19/141 Bundestag XML: Benjamin-Immanuel Hoff,,,,,,,,,Hoff,,,
,2921044,,['Elvan'],['Korkmaz-Emre'],,Elvan Korkmaz-Emre,,2020-02-05 13:50:53.458917+00:00,,,,Elvan,,84173,[19],from protocol scraping 19/141 Bundestag XML: Elvan Korkmaz-Emre,,,110.0,,,,,,Korkmaz-Emre,,,
,2921044,,['Michael'],['Schmude:'],,Michael Schmude:,,2019-05-28 16:34:13.239945+00:00,,,,Michael,,83975,[13],from protocol scraping 13/031 PDF/SP: Michael von Schmude: (CDU/CSU),,,,,,,,,Schmude:,,,
,2921044,,[''],['Hansgeorg\tHauser'],,Hansgeorg	Hauser (Rednitzhembach),,2019-05-28 16:34:18.898815+00:00,,,,,,83976,[13],from protocol scraping 13/032 PDF/SP: Hansgeorg	Hauser,,Rednitzhembach,107.0,,,,,,Hansgeorg	Hauser,,,
,2921044,,['Birgit'],['Hamburger'],,Birgit Hamburger,,2019-05-28 16:34:41.235318+00:00,,,,Birgit,,83978,[13],from protocol scraping 13/033 PDF/SP: Birgit Hamburger (F.D.P.),,,,,,,,,Hamburger,,,
,2921044,,['Rolf'],['Kähne'],,Rolf Kähne,,2019-05-28 16:34:43.161677+00:00,,,,Rolf,,83979,[13],from protocol scraping 13/034 PDF/SP: Rolf Kähne (PDS),,,108.0,,,,,,Kähne,,,
,2921044,,['Ilse'],['Brusis'],,Ilse Brusis,,2019-05-28 16:34:46.984375+00:00,,,,Ilse,,83981,[13],from protocol scraping 13/035 PDF/SP: Ministerin Ilse Brusis (Nordrhein-Westfalen),,,,,['Ministerin'],,,,Brusis,,,
,2921044,,['Helgrit'],['Fischer-Menzel'],,Helgrit Fischer-Menzel,,2019-05-28 16:35:32.146104+00:00,,,,Helgrit,,83984,[13],from protocol scraping 13/038 PDF/SP: Senatorin Helgrit Fischer-Menzel (Hamburg),,,,,['Senatorin'],,,,Fischer-Menzel,,,
,2921044,,['Volker'],['Rahe'],,Volker Rahe,,2019-05-28 16:35:46.166295+00:00,,,,Volker,,83985,[13],"from protocol scraping 13/040 PDF/SP: Volker Rahe, Bundesminister der Verteidigung",,,,,['Bundesminister Verteidigung'],,,,Rahe,,,
,2921044,,['Manfred'],['Overhaus'],,Dr. Manfred Overhaus,,2019-05-28 16:35:46.701810+00:00,,,,Manfred,,83986,[13],"from protocol scraping 13/040 PDF/SP: Dr. Manfred Overhaus, Staatssekretär im Bundesministerium der Finanzen",,,,,['Staatssekretär im Bundesministerium Finanzen'],,,,Overhaus,Dr.,,
,2921044,,['WolfMichael'],['Catenhusen'],,WolfMichael Catenhusen,,2019-05-28 16:33:15.276077+00:00,,,,WolfMichael,,83969,[13],from protocol scraping 13/028 PDF/SP: WolfMichael Catenhusen,,,,,,,,,Catenhusen,,,
,2921044,,['Helmut'],['Wieczoreck'],,Helmut Wieczoreck,,,,,,Helmut,,82391,"[12, 13]",from protocol scraping 12/242 PDF/POI: Helmut Wieczoreck,,Duisburg,110.0,,,,,,Wieczoreck,,,
,2921044,,['Ulrich'],['Meckel'],,Ulrich Meckel,,2019-05-28 16:33:19.676645+00:00,,,,Ulrich,,83970,[13],from protocol scraping 13/028 PDF/SP: Ulrich Irmer [F.D.P.] und des Abg. Markus Meckel,,,,,['Abg.'],,,,Meckel,,,
,2921044,,['Ute'],['Titze-Stecher'],,Ute Titze-Stecher,,,,,,Ute,,81240,"[13, 14]",from protocol scraping 14/072 TEI/POI: Ute Titze-Stecher,,,110.0,,,,,,Titze-Stecher,,,
,2921044,,['Ingrid-Matthäus'],['Maier'],,Ingrid-Matthäus Maier,,2019-05-28 16:34:04.754718+00:00,,,,Ingrid-Matthäus,,83974,[13],from protocol scraping 13/031 PDF/SP: Ingrid-Matthäus Maier,,,,,,,,,Maier,,,
,2921044,,['Wilhelm'],['Schmitt'],,Wilhelm Schmitt (Salzgitter),,2019-05-28 16:34:40.323030+00:00,,,,Wilhelm,,83977,[13],from protocol scraping 13/033 PDF/SP: Wilhelm Schmitt,,Salzgitter,110.0,,,,,,Schmitt,,,
,2921044,,['KarlHans'],['Laermann'],,Dr.-Ing. KarlHans Laermann,,2019-05-28 16:34:51.453695+00:00,,,,KarlHans,,83982,[13],from protocol scraping 13/035 PDF/SP: Dr.-Ing. KarlHans Laermann,,,,,,,,,Laermann,Dr.-Ing.,,
,2921044,,['Günter'],['Nolting'],,Günter Nolting,,,,,,Günter,,81056,"[12, 13]",from protocol scraping 13/216 TEI/POI: Günter Friedrich Nolting,,,109.0,,,,,,Nolting,,,
,2921044,,['Karl'],['Laumann'],,Karl Laumann,,,,,,Karl,,81982,"[12, 13]",from protocol scraping 12/024 PDF/POI: Karl Josef Laumann,,,107.0,,,,,,Laumann,,,
,2921044,,['Bundesminister'],['Waigel'],,Bundesminister Waigel,,,,,,Bundesminister,,82310,"[11, 12, 13]",from protocol scraping 12/183 PDF/POI: Bundesminister Dr. Theodor Waigel,,,107.0,,,,,,Waigel,,,
,2921044,,[''],['Carl-Ludwig'],,Carl-Ludwig,,2019-05-28 16:36:09.659225+00:00,,,,,,83987,[13],from protocol scraping 13/042 PDF/SP: Carl-Ludwig	(F.D.P.),,,,,,,,,Carl-Ludwig,,,
,2921044,,['Irene'],['Ellenberger'],,Irene Ellenberger,,2019-05-28 16:36:28.901661+00:00,,,,Irene,,83988,[13],from protocol scraping 13/044 PDF/SP: Ministerin Irene Ellenberger (Thüringen),,,,,['Ministerin'],,,,Ellenberger,,,
,2921044,,['Sandra'],['Bubendorfer-Licht'],,Sandra Bubendorfer-Licht,,2020-02-05 13:51:43.389070+00:00,,,,Sandra,,84174,[19],from protocol scraping 19/143 Bundestag XML: Sandra Bubendorfer-Licht,,,109.0,,,,,,Bubendorfer-Licht,,,
,2921044,,['Norbert'],['Lammed'],,Dr. Norbert Lammed,,2019-05-28 16:36:50.813845+00:00,,,,Norbert,,83990,[13],"from protocol scraping 13/046 PDF/SP: Dr. Norbert Lammed, Parl. Staatssekretär beim Bundesminister für Wirtschaft",,,,,['Parl. Staatssekretär beim Bundesminister für Wirtschaft'],,,,Lammed,Dr.,,
,2921044,,['Barbara'],['Hendriks'],,Dr. Barbara Hendriks,,2019-05-28 16:35:01.888846+00:00,,,,Barbara,,83983,[13],from protocol scraping 13/036 PDF/SP: Dr. Barbara Hendriks,,,110.0,,,,,,Hendriks,Dr.,,
,2921044,,['Petra'],['Blass'],,Petra Blass,,2019-05-28 16:36:54.184993+00:00,,,,Petra,,83991,[13],from protocol scraping 13/047 PDF/SP: Petra Blass (PDS),,,108.0,,,,,,Blass,,,
,2921044,,['Wolfgang'],['llte'],,Wolfgang llte,,2019-05-28 16:38:39.714162+00:00,,,,Wolfgang,,83994,[13],from protocol scraping 13/055 PDF/SP: Wolfgang llte (SPD),,,110.0,,,,,,llte,,,
,2921044,,['Franziska'],['EichstädtBohlig'],,Franziska EichstädtBohlig,,2019-05-28 16:38:40.614464+00:00,,,,Franziska,,83995,[13],from protocol scraping 13/055 PDF/SP: Franziska EichstädtBohlig,,,111.0,,,,,,EichstädtBohlig,,,
,2921044,,['Franziska'],['Eickstädt-Bohlig'],,Franziska Eickstädt-Bohlig,,2019-05-28 16:38:40.658242+00:00,,,,Franziska,,83996,[13],from protocol scraping 13/055 PDF/SP: Franziska Eickstädt-Bohlig,,,111.0,,,,,,Eickstädt-Bohlig,,,
,2921044,,['Gottfried'],['Trager'],,Gottfried Trager,,2019-05-28 16:38:41.400345+00:00,,,,Gottfried,,83997,[13],from protocol scraping 13/055 PDF/SP: Gottfried Trager (CDU/CSU),,,107.0,,,,,,Trager,,,
,2921044,,['Dagmar'],['Enkelman'],,Dr. Dagmar Enkelman,,2019-05-28 16:39:24.439381+00:00,,,,Dagmar,,84001,[13],from protocol scraping 13/059 PDF/SP: Dr. Dagmar Enkelman,,,,,,,,,Enkelman,Dr.,,
,2921044,,['Wolfgang'],['BIerstedt'],,Wolfgang BIerstedt,,2019-05-28 16:39:24.539999+00:00,,,,Wolfgang,,84002,[13],from protocol scraping 13/059 PDF/SP: Wolfgang BIerstedt (PDS),,,108.0,,,,,,BIerstedt,,,
,2921044,,['Klaus'],['Trotha'],,Klaus Trotha,,2019-05-28 16:39:52.863231+00:00,,,,Klaus,,84004,[13],from protocol scraping 13/062 PDF/SP: Minister Klaus von Trotha (Baden-Württemberg),,,,,['Minister'],,,,Trotha,,,
,2921044,,['Ingrid'],['Matthäus-Meier'],,Ingrid Matthäus-Meier,,,,,,Ingrid,,81197,"[12, 13, 14]",from protocol scraping 14/033 TEI/POI: Ingrid Matthäus-Meier,,,110.0,,,,,,Matthäus-Meier,,,
,2921044,,['Nein;'],['Lattmann'],,Nein; Lattmann,,2019-05-28 16:38:25.206001+00:00,,,,Nein;,,83992,[13],"from protocol scraping 13/055 PDF/SP: - Nein; das hatte ich vergessen!
Herbert Lattmann (CDU/CSU)",,,,,,,,,Lattmann,,,
,2921044,,['Günther'],['Verheugen'],,Günther Verheugen,,,,,,Günther,,80970,"[12, 13]",from protocol scraping 13/105 TEI/POI: Günther Verheugen,,,110.0,,,,,,Verheugen,,,
,2921044,,['Burhard'],['Hirsch'],,Dr. Burhard Hirsch,,2019-05-28 16:36:35.688462+00:00,,,,Burhard,,83989,[13],from protocol scraping 13/044 PDF/SP: Vizepräsident Dr. Burhard Hirsch,,,,,['Vizepräsident'],,,,Hirsch,Dr.,,
,2921044,,['Hansjörgen'],['Doss'],,Hansjörgen Doss,,,,,,Hansjörgen,,82120,"[12, 13]",from protocol scraping 12/084 PDF/POI: Hansjörgen Doss,,,107.0,,,,,,Doss,,,
,2921044,,['Wilhlem'],['Schmidt'],,Wilhlem Schmidt,,,,,,Wilhlem,,80998,[13],from protocol scraping 13/135 TEI/POI: Wilhlem Schmidt,,Salzgitter,110.0,,,,,,Schmidt,,,
,2921044,,['HansUlrich'],['Köhler'],,HansUlrich Köhler,,,,,,HansUlrich,,81998,"[12, 13]",from protocol scraping 12/028 PDF/POI: HansUlrich Köhler,,Hainspitz,107.0,,,,,,Köhler,,,
,2921044,,['Ing'],['Kansy'],,Dr. Ing Kansy,,2019-05-28 16:32:56.881595+00:00,,,,Ing,,83967,"[9, 10, 11, 12, 13]",from protocol scraping 13/026 PDF/SP: Dr.- Ing. Dietmar Kansy,,,107.0,,,,,,Kansy,Dr.,,
,2921044,,['Ulrich'],['Vollmer'],,Ulrich Vollmer,,2019-05-28 16:38:31.756176+00:00,,,,Ulrich,,83993,[13],from protocol scraping 13/055 PDF/SP: Ulrich Irmer [F.D.P.] und Dr. Antje Vollmer,,,,,,,,,Vollmer,,,
,2921044,,['Geit'],['Willner'],,Geit Willner,,,,,,Geit,,81044,[13],from protocol scraping 13/212 TEI/POI: Geit Willner,,,107.0,,,,,,Willner,,,
,2921044,,['Winfried'],['Penner'],,Dr. Winfried Penner,,,,,,Winfried,,81082,[13],from protocol scraping 13/241 TEI/POI: Dr. Winfried Penner,,,110.0,,,,,,Penner,Dr.,,
,2921044,,['Ingrid'],['Skarpelis-Sperk'],,Dr. Ingrid Skarpelis-Sperk,,2019-05-28 16:39:01.614127+00:00,,,,Ingrid,,83998,[13],from protocol scraping 13/058 PDF/SP: Dr. Ingrid Skarpelis-Sperk,,,110.0,,,,,,Skarpelis-Sperk,Dr.,,
,2921044,,['KarlJosef'],['Laumann'],,KarlJosef Laumann,,,,,,KarlJosef,,82291,"[12, 13]",from protocol scraping 12/173 PDF/POI: KarlJosef Laumann,,,107.0,,,,,,Laumann,,,
,2921044,,['Albert'],['Schmitz'],,Albert Schmitz (Hitzhofen),,2019-05-28 16:41:25.481675+00:00,,,,Albert,,84005,[13],from protocol scraping 13/068 PDF/SP: Albert Schmitz,,Hitzhofen,111.0,,,,,,Schmitz,,,
,2921044,,['Heinz-Georg'],['Seiffert'],,Heinz-Georg Seiffert,,,,,,Heinz-Georg,,80950,[13],from protocol scraping 13/086 TEI/POI: Heinz-Georg Seiffert,,,107.0,,,,,,Seiffert,,,
,2921044,,['Albert'],['Schmdt'],,Albert Schmdt (Hitzhofen),,2019-05-28 16:41:25.605042+00:00,,,,Albert,,84006,[13],from protocol scraping 13/068 PDF/SP: Albert Schmdt,,Hitzhofen,111.0,,,,,,Schmdt,,,
,2921044,,['Rolf'],['Wernstedt'],,Rolf Wernstedt,,2019-05-28 16:41:55.705870+00:00,,,,Rolf,,84007,[13],from protocol scraping 13/071 PDF/SP: Minister Rolf Wernstedt (Niedersachsen),,,,,['Minister'],,,,Wernstedt,,,
,2921044,,['Richtig'],['einig'],,Richtig einig,,2019-05-28 16:42:01.139848+00:00,,,,Richtig,,84009,[13],from protocol scraping 13/071 PDF/SP: Richtig. An dieser Stelle sind wir uns einig.,,,110.0,,,,,,einig,,,
Dr.,2921044,,['Karlheinz'],['Guttmacher'],,Dr. Karlheinz Guttmacher,2921044.0,,,1942-01-01,,Karlheinz,2.0,77599,"[12, 13, 14, 15]",MDB Stammdata,"Dipl.-Lehrer, Dipl.-Chemiker",,109.0,Danzig,['parliamentarian'],,,,Guttmacher,Dr.,,1942.0
,2921044,,[''],['Wolfgang\tMeckelburg'],,Wolfgang	Meckelburg,,2019-05-28 16:43:45.224478+00:00,,,,,,84011,[13],from protocol scraping 13/081 PDF/SP: Wolfgang	Meckelburg,,,107.0,,,,,,Wolfgang	Meckelburg,,,
,2921044,,['Cornelie'],['SonntagWolgast'],,Dr. Cornelie SonntagWolgast,,2019-05-28 16:43:57.657419+00:00,,,,Cornelie,,84012,[13],from protocol scraping 13/083 PDF/SP: Dr. Cornelie SonntagWolgast,,,110.0,,,,,,SonntagWolgast,Dr.,,
,2921044,,['Karl'],['Haehser'],,Karl Haehser,2921044.0,,2012-01-01,1928-01-01,,Karl,2.0,77621,"[5, 6, 7, 8, 9, 10]",MDB Stammdata,"Geschäftsführer, Parl. Staatssekretär a. D.",,110.0,Bendorf-Sayn / Rhein,['parliamentarian'],,,,Haehser,,,1928.0
,2921044,,[''],['Matthäus-Meier'],,Matthäus-Meier,,,,,,,,81817,[12],from protocol scraping 12/013 PDF/POI: Matthäus-Meier,,,110.0,,,,,,Matthäus-Meier,,,
,2921044,,['Friedrich'],['Pflüger'],,Dr. Friedrich Pflüger,,2019-05-28 16:39:16.736722+00:00,,,,Friedrich,,83999,[13],from protocol scraping 13/059 PDF/SP: Dr. Friedrich Pflüger,,,107.0,,,,,,Pflüger,Dr.,,
,2921044,,['Ernst'],['Marschewski'],,Ernst Marschewski,,2019-05-28 16:39:21.691667+00:00,,,,Ernst,,84000,[13],from protocol scraping 13/059 PDF/SP: Ernst Marschewski,,,107.0,,,,,,Marschewski,,,
,2921044,,['Zu'],['Fuchs'],,Zu Fuchs,,2019-05-28 16:39:37.282846+00:00,,,,Zu,,84003,[13],from protocol scraping 13/061 PDF/SP: Zu Abg. Katrin Fuchs,,,110.0,,['Abg.'],,,,Fuchs,,,
,2921044,,['Harmut'],['Soell'],,Dr. Harmut Soell,,,,,,Harmut,,82024,[12],from protocol scraping 12/033 PDF/POI: Dr. Harmut Soell,,,110.0,,,,,,Soell,Dr.,,
,2921044,,['Jürgen'],['Stark'],,Dr. Jürgen Stark,,,,,,Jürgen,,80961,[13],from protocol scraping 13/091 TEI/SP: Dr. Jürgen Stark,,,107.0,,['Staatssekretär im Bundesministerium der Finanzen'],,,,Stark,Dr.,,
,2921044,,['Gerd'],['Walter'],,Gerd Walter,,2019-05-28 16:41:57.446820+00:00,,,,Gerd,,84008,[13],from protocol scraping 13/071 PDF/SP: Minister Gerd Walter (Schleswig-Holstein),,,,,['Minister'],,,,Walter,,,
,2921044,,['ich'],['Kemper'],,ich Kemper,,2019-05-28 16:42:53.941927+00:00,,,,ich,,84010,[13],from protocol scraping 13/076 PDF/SP: ich Peter Kemper (SPD),,,110.0,,,,,,Kemper,,,
,2921044,,['Herrmann'],['Rind'],,Herrmann Rind,,,,,,Herrmann,,81822,[12],from protocol scraping 12/013 PDF/SP: Herrmann Rind (FDP),,,109.0,,,,,,Rind,,,
,2921044,,['HansEberhard'],['Urbaniak'],,HansEberhard Urbaniak,,,,,,HansEberhard,,81986,[12],from protocol scraping 12/025 PDF/POI: HansEberhard Urbaniak,,,110.0,,,,,,Urbaniak,,,
,2921044,,['Ame'],['Börnsen'],,Ame Börnsen,,,,,,Ame,,81945,[12],from protocol scraping 12/018 PDF/SP: Ame Börnsen (Ritterhude) (SPD),,Ritterhude,110.0,,,,,,Börnsen,,,
,2921044,,['Karl-Heinz'],['Schröter'],,Karl-Heinz Schröter,,,,,,Karl-Heinz,,81972,[12],from protocol scraping 12/021 PDF/SP: Karl-Heinz Schröter (SPD),,,110.0,,,,,,Schröter,,,
,2921044,,['Liselott'],['Blunck'],,Liselott Blunck,,,,,,Liselott,,81999,[12],from protocol scraping 12/028 PDF/POI: Liselott Blunck,,Uetersen,110.0,,,,,,Blunck,,,
,2921044,,['Reinhart'],['Göhner'],,Dr. Reinhart Göhner,,,,,,Reinhart,,81973,[12],from protocol scraping 12/021 PDF/POI: Dr. Reinhart Göhner,,,107.0,,,,,,Göhner,Dr.,,
