Group num: 0, TC(X;Y_j): 17.879
wolmirstedt, 0.015, 1.000, 0.015
emmendingen, 0.015, 1.000, 0.015
wesel, 0.015, 1.000, 0.015
reutlingen, 0.015, 1.000, 0.015
daðdelen, 0.015, 1.000, 0.015
handelt, 0.015, 1.000, 0.015
wünscht, 0.015, 1.000, 0.015
gestimmt, 0.015, 1.000, 0.015
enthält, 0.015, 1.000, 0.015
entschließung, 0.014, 1.000, 0.014
präsidium, 0.014, 1.000, 0.014
schwandorf, 0.014, 1.000, 0.014
senger, 0.014, 1.000, 0.014
sondervermögens, 0.014, 1.000, 0.014
volkach, 0.014, 1.000, 0.014
tuchenbach, 0.014, 1.000, 0.014
streitverfahren, 0.014, 1.000, 0.014
drüggelte, 0.013, 1.000, 0.013
rednerin, 0.013, 1.000, 0.013
lösekrug, 0.013, 1.000, 0.013
stimmenthaltung, 0.013, 1.000, 0.013
mehrheitsverhältnissen, 0.013, 1.000, 0.013
urnen, 0.013, 1.000, 0.013
beschlussfassungen, 0.013, 1.000, 0.013
einzunehmen, 0.012, 1.000, 0.012
gesetzentwurfs, 0.012, 1.000, 0.012
saalstadt, 0.012, 1.000, 0.012
bochum, 0.012, 1.000, 0.012
vorsichtshalber, 0.012, 1.000, 0.012
sutter, 0.012, 1.000, 0.012
schwarzelühr, 0.012, 1.000, 0.012
lausitz, 0.012, 1.000, 0.012
erklärungen, 0.012, 1.000, 0.012
börde, 0.012, 1.000, 0.012
energiewirtschaftsrechtlicher, 0.012, 1.000, 0.012
lüdenscheid, 0.012, 1.000, 0.012
fürth, 0.012, 1.000, 0.012
freiherr, 0.012, 1.000, 0.012
steuerverkürzung, 0.012, 1.000, 0.012
verteidigungsausschusses, 0.011, 1.000, 0.011
interfraktionelle, 0.011, 1.000, 0.011
mitteilungen, 0.011, 1.000, 0.011
plätzen, 0.011, 1.000, 0.011
fort, 0.010, 1.000, 0.010
eisleben, 0.010, 1.000, 0.010
claudio, 0.010, 1.000, 0.010
ausgeschiedenen, 0.010, 1.000, 0.010
steuerstrafsachen, 0.010, 1.000, 0.010
stimmenthaltungen, 0.010, 1.000, 0.010
vermittlungsausschusses, 0.010, 1.000, 0.010
unionsfraktion, 0.010, 1.000, 0.010
eineinhalb, 0.010, 1.000, 0.010
änderungen, 0.010, 1.000, 0.010
abgegebene, 0.010, 1.000, 0.010
koalitionsvertrag, 0.009, 1.000, 0.009
leipzig, 0.009, 1.000, 0.009
widmann, 0.009, 1.000, 0.009
rosenheimer, 0.009, 1.000, 0.009
hildesheim, 0.009, 1.000, 0.009
bundeswahlgesetzes, 0.009, 1.000, 0.009
mauz, 0.009, 1.000, 0.009
buches, 0.009, 1.000, 0.009
stabe, 0.009, 1.000, 0.009
wirtschaftsplangesetz, 0.009, 1.000, 0.009
wirtschaftsplans, 0.009, 1.000, 0.009
stimmkarte, 0.009, 1.000, 0.009
ändg, 0.009, 1.000, 0.009
bundesministeriums, 0.009, 1.000, 0.009
göttingen, 0.009, 1.000, 0.009
erhebt, 0.009, 1.000, 0.009
ausscheidet, 0.009, 1.000, 0.009
ermittelte, 0.009, 1.000, 0.009
nachfolgerin, 0.009, 1.000, 0.009
übermitteln, 0.009, 1.000, 0.009
besetzt, 0.009, 1.000, 0.009
festgestellt, 0.008, 1.000, 0.008
entfällt, 0.008, 1.000, 0.008
hamburg, 0.008, 1.000, 0.008
vermittlungsausschuss, 0.008, 1.000, 0.008
hiermit, 0.008, 1.000, 0.008
infrage, 0.008, 1.000, 0.008
prozessbevollmächtigten, 0.008, 1.000, 0.008
nachgerückt, 0.008, 1.000, 0.008
zusatzpunkteliste, 0.008, 1.000, 0.008
arbeitsuchende, 0.008, 1.000, 0.008
außenwirtschaftsverordnung, 0.008, 1.000, 0.008
eineinviertel, 0.008, 1.000, 0.008
schriftführerin, 0.008, 1.000, 0.008
kovic, 0.008, 1.000, 0.008
münster, 0.008, 1.000, 0.008
ratjen, 0.008, 1.000, 0.008
damerau, 0.008, 1.000, 0.008
änderungsanträge, 0.008, 1.000, 0.008
vorgesehenen, 0.008, 1.000, 0.008
aufrufe, 0.007, 1.000, 0.007
dienstleistungsrichtlinie, 0.007, 1.000, 0.007
stiftungsrat, 0.007, 1.000, 0.007
zeul, 0.007, 1.000, 0.007
gehalten, 0.007, 1.000, 0.007
endgültiges, 0.007, 1.000, 0.007
schuss, 0.007, 1.000, 0.007
umsetzungsgesetz, 0.007, 1.000, 0.007
albanien, 0.007, 1.000, 0.007
streitsachen, 0.007, 1.000, 0.007
telekommunikationsrechtlicher, 0.007, 1.000, 0.007
özoðuz, 0.007, 1.000, 0.007
dreizehnten, 0.007, 1.000, 0.007
ehrendes, 0.007, 1.000, 0.007
vertragsgesetz, 0.007, 1.000, 0.007
großherzogtum, 0.007, 1.000, 0.007
kernenergiebereich, 0.007, 1.000, 0.007
zugeleiteten, 0.007, 1.000, 0.007
eidgenossenschaft, 0.007, 1.000, 0.007
geburtstagen, 0.007, 1.000, 0.007
geburtstage, 0.007, 1.000, 0.007
aufhebung, 0.007, 1.000, 0.007
einvernehmlich, 0.007, 1.000, 0.007
neuordnung, 0.007, 1.000, 0.007
erlangen, 0.007, 1.000, 0.007
fünften, 0.007, 1.000, 0.007
parlamentarischen, 0.007, 1.000, 0.007
aussagen, 0.006, 1.000, 0.006
strahlungsenergie, 0.006, 1.000, 0.006
steuersachen, 0.006, 1.000, 0.006
solarer, 0.006, 1.000, 0.006
syrischen, 0.006, 1.000, 0.006
andenken, 0.006, 1.000, 0.006
rhein, 0.006, 1.000, 0.006
schnarrenberger, 0.006, 1.000, 0.006
leutheusser, 0.006, 1.000, 0.006
frankfurt, 0.006, 1.000, 0.006
beirats, 0.006, 1.000, 0.006
solange, 0.006, 1.000, 0.006
beirat, 0.006, 1.000, 0.006
feststellung, 0.006, 1.000, 0.006
ekfg, 0.006, 1.000, 0.006
einfuhrliste, 0.006, 1.000, 0.006
dadelen, 0.006, 1.000, 0.006
zusatzpunkten, 0.006, 1.000, 0.006
elektromagnetische, 0.006, 1.000, 0.006
regionalentwicklung, 0.006, 1.000, 0.006
straßenverkehrsgesetzes, 0.006, 1.000, 0.006
stromsteuergesetzes, 0.006, 1.000, 0.006
tagesordnungs, 0.006, 1.000, 0.006
bundeshaushaltsordnung, 0.006, 1.000, 0.006
eisenbahninfrastrukturbeirat, 0.006, 1.000, 0.006
zwanzigsten, 0.006, 1.000, 0.006
unterbrochene, 0.006, 1.000, 0.006
verlesung, 0.006, 1.000, 0.006
mehrheitsverhältnis, 0.006, 1.000, 0.006
kuratorium, 0.006, 1.000, 0.006
urheberrechtsgesetzes, 0.006, 1.000, 0.006
inkl, 0.006, 1.000, 0.006
parlamentsrechte, 0.006, 1.000, 0.006
innovationsreport, 0.006, 1.000, 0.006
neškovi, 0.006, 1.000, 0.006
abzusetzen, 0.006, 1.000, 0.006
abgegeben, 0.006, 1.000, 0.006
folgender, 0.005, 1.000, 0.005
umweltausschuss, 0.005, 1.000, 0.005
annahme, 0.005, 1.000, 0.005
stellvertretenden, 0.005, 1.000, 0.005
petitionsausschuss, 0.005, 1.000, 0.005
elektrizitätsnetze, 0.005, 1.000, 0.005
einsprüchen, 0.005, 1.000, 0.005
abitur, 0.005, 1.000, 0.005
zwölf, 0.005, 1.000, 0.005
vorgestellt, 0.005, 1.000, 0.005
änderungsantrag, 0.005, 1.000, 0.005
potsdam, 0.005, 1.000, 0.005
atommüllfässer, 0.005, 1.000, 0.005
anwesend, 0.005, 1.000, 0.005
bündnisses, 0.005, 1.000, 0.005
reihenfolge, 0.005, 1.000, 0.005
steuerlicher, 0.005, 1.000, 0.005
futtermittelgesetzbuches, 0.004, 1.000, 0.004
kroatien, 0.004, 1.000, 0.004
ankreuzen, 0.004, 1.000, 0.004
bundesstiftung, 0.004, 1.000, 0.004
jahresgutachten, 0.004, 1.000, 0.004
jahresrechnung, 0.004, 1.000, 0.004
chancenreiche, 0.004, 1.000, 0.004
verlesen, 0.004, 1.000, 0.004
wahlausweis, 0.004, 1.000, 0.004
bosnien, 0.004, 1.000, 0.004
grenznaher, 0.004, 1.000, 0.004
standag, 0.004, 1.000, 0.004
vermögensrechnung, 0.004, 1.000, 0.004
bundesbeauftragten, 0.004, 1.000, 0.004
fürstentum, 0.004, 1.000, 0.004
vierzehnten, 0.004, 1.000, 0.004
internetanschlüsse, 0.004, 1.000, 0.004
jugendfreiwilligendienste, 0.004, 1.000, 0.004
düren, 0.004, 1.000, 0.004
eepr, 0.004, 1.000, 0.004
schifffahrtsrechtlicher, 0.004, 1.000, 0.004
jugoslawischen, 0.004, 1.000, 0.004
juden, 0.004, 1.000, 0.004
fünfzehnten, 0.004, 1.000, 0.004
ausführungsgesetzes, 0.004, 1.000, 0.004
eheschließung, 0.004, 1.000, 0.004
auskunftsaustausch, 0.004, 1.000, 0.004
stimmkarten, 0.004, 1.000, 0.004
wahlausweises, 0.004, 1.000, 0.004
stimmkartenfach, 0.004, 1.000, 0.004
ehrentribüne, 0.004, 1.000, 0.004
geschäftsordnungsantrag, 0.004, 1.000, 0.004
aufenthaltsgesetzes, 0.004, 1.000, 0.004
katzen, 0.004, 1.000, 0.004
übernahm, 0.004, 1.000, 0.004
vorgetragenen, 0.004, 1.000, 0.004
swift, 0.004, 1.000, 0.004
europarats, 0.004, 1.000, 0.004
assad, 0.004, 1.000, 0.004
herzegowina, 0.004, 1.000, 0.004
waldbericht, 0.004, 1.000, 0.004
nachwahlen, 0.004, 1.000, 0.004
bildungsberichte, 0.004, 1.000, 0.004
treuhandfonds, 0.004, 1.000, 0.004
zusätze, 0.004, 1.000, 0.004
wahlverfahren, 0.004, 1.000, 0.004
einvernehmensherstellung, 0.004, 1.000, 0.004
wahlgang, 0.004, 1.000, 0.004
nutzpflanzenvielfalt, 0.004, 1.000, 0.004
obligate, 0.004, 1.000, 0.004
ökowandel, 0.004, 1.000, 0.004
änderungsprotokoll, 0.004, 1.000, 0.004
schwall, 0.004, 1.000, 0.004
einsatzversorgung, 0.004, 1.000, 0.004
haushaltsrechnung, 0.004, 1.000, 0.004
ungültig, 0.004, 1.000, 0.004
staatssicherheitsdienstes, 0.004, 1.000, 0.004
güterkraftverkehrsgesetzes, 0.004, 1.000, 0.004
einwände, 0.004, 1.000, 0.004
federführend, 0.004, 1.000, 0.004
staatsvertrag, 0.004, 1.000, 0.004
mitglieds, 0.004, 1.000, 0.004
kindertagesbetreuung, 0.004, 1.000, 0.004
ausgeschieden, 0.004, 1.000, 0.004
belarus, 0.004, 1.000, 0.004
digitalen, 0.004, 1.000, 0.004
einbringende, 0.004, 1.000, 0.004
antragstellende, 0.004, 1.000, 0.004
übersicht, 0.004, 1.000, 0.004
schlichtweg, 0.004, 1.000, 0.004
abfallrechts, 0.004, 1.000, 0.004
übung, 0.004, 1.000, 0.004
atomwaffenfreie, 0.004, 1.000, 0.004
betreffend, 0.004, 1.000, 0.004
gleichem, 0.004, 1.000, 0.004
gang, 0.004, 1.000, 0.004
abzustimmen, 0.003, 1.000, 0.003
bezieht, 0.003, 1.000, 0.003
behinderungen, 0.003, 1.000, 0.003
entwickelnde, 0.003, 1.000, 0.003
aussetzung, 0.003, 1.000, 0.003
hilfesystem, 0.003, 1.000, 0.003
grenzüberschreitender, 0.003, 1.000, 0.003
großherzogtums, 0.003, 1.000, 0.003
sexuellen, 0.003, 1.000, 0.003
serbien, 0.003, 1.000, 0.003
schriftführeramt, 0.003, 1.000, 0.003
schutzbedürftigen, 0.003, 1.000, 0.003
handlungsaufträge, 0.003, 1.000, 0.003
hochwasserschutzkonzept, 0.003, 1.000, 0.003
schunfdatg, 0.003, 1.000, 0.003
hochschulzulassung, 0.003, 1.000, 0.003
schriftführerwahl, 0.003, 1.000, 0.003
sepa, 0.003, 1.000, 0.003
grundsteuern, 0.003, 1.000, 0.003
deponieverordnung, 0.003, 1.000, 0.003
diskriminierungsfreiheit, 0.003, 1.000, 0.003
grzeszick, 0.003, 1.000, 0.003
hebammen, 0.003, 1.000, 0.003
gewerbsmäßigen, 0.003, 1.000, 0.003
grünlanderhalt, 0.003, 1.000, 0.003
imso, 0.003, 1.000, 0.003
aktenzugang, 0.003, 1.000, 0.003
doppelbesteuerungen, 0.003, 1.000, 0.003
ölkatastrophen, 0.003, 1.000, 0.003
schorkopf, 0.003, 1.000, 0.003
flüchtiger, 0.003, 1.000, 0.003
marktengpässe, 0.003, 1.000, 0.003
medienlandschaft, 0.003, 1.000, 0.003
mehrjahresrahmens, 0.003, 1.000, 0.003
meinungsverschiedenheiten, 0.003, 1.000, 0.003
finanzierungsgesetz, 0.003, 1.000, 0.003
rahmenvertrag, 0.003, 1.000, 0.003
menschenhandels, 0.003, 1.000, 0.003
eisenbahngesetzes, 0.003, 1.000, 0.003
menschenrechtsschutz, 0.003, 1.000, 0.003
mindestqualitäten, 0.003, 1.000, 0.003
luftverkehrsabkommen, 0.003, 1.000, 0.003
radverkehrsplan, 0.003, 1.000, 0.003
prüfungsergebnisse, 0.003, 1.000, 0.003
netzstruktur, 0.003, 1.000, 0.003
potentiale, 0.003, 1.000, 0.003
enthalte, 0.003, 1.000, 0.003
neškovic, 0.003, 1.000, 0.003
ottokraftstoffen, 0.003, 1.000, 0.003
plenarassistenten, 0.003, 1.000, 0.003
erinnerungsarbeit, 0.003, 1.000, 0.003
parteiengesetz, 0.003, 1.000, 0.003
patientenberatung, 0.003, 1.000, 0.003
erhebe, 0.003, 1.000, 0.003
euthanasie, 0.003, 1.000, 0.003
jahressteuergesetzes, 0.003, 1.000, 0.003
forschungsergebnissen, 0.003, 1.000, 0.003
rechtshilfe, 0.003, 1.000, 0.003
journalismus, 0.003, 1.000, 0.003
jugendkultur, 0.003, 1.000, 0.003
schiffsunfalldatenbankgesetzes, 0.003, 1.000, 0.003
satellitenkommunikation, 0.003, 1.000, 0.003
kohlenwasserstoffemissionen, 0.003, 1.000, 0.003
satellite, 0.003, 1.000, 0.003
gebührenrechts, 0.003, 1.000, 0.003
eichmann, 0.003, 1.000, 0.003
eidesleistung, 0.003, 1.000, 0.003
patientenrechte, 0.003, 1.000, 0.003
rückübernahmeabkommens, 0.003, 1.000, 0.003
rechtsfähigkeit, 0.003, 1.000, 0.003
krankenhausinfektionen, 0.003, 1.000, 0.003
frühkindliche, 0.003, 1.000, 0.003
abrüstungschancen, 0.003, 1.000, 0.003
landbeschaffungsgesetz, 0.003, 1.000, 0.003
langandauernden, 0.003, 1.000, 0.003
lebensmittelinformation, 0.003, 1.000, 0.003
übertragbarkeit, 0.003, 1.000, 0.003
reduktionsstrategie, 0.003, 1.000, 0.003
libyschen, 0.003, 1.000, 0.003
liechtenstein, 0.003, 1.000, 0.003
rechtssache, 0.003, 1.000, 0.003
einleitenden, 0.003, 1.000, 0.003
funkanlagen, 0.003, 1.000, 0.003
netzneutralität, 0.003, 1.000, 0.003
antibiotikagaben, 0.003, 1.000, 0.003
tagesordnungspunk, 0.003, 1.000, 0.003
barbie, 0.003, 1.000, 0.003
wiederaufarbeitungsabfälle, 0.003, 1.000, 0.003
streitkräftepotenziale, 0.003, 1.000, 0.003
umfüllen, 0.003, 1.000, 0.003
strafverfahrens, 0.003, 1.000, 0.003
bestellerprinzip, 0.003, 1.000, 0.003
strafrechtsänderungsgesetzes, 0.003, 1.000, 0.003
strafbarkeit, 0.003, 1.000, 0.003
vorlagepflicht, 0.003, 1.000, 0.003
basiskonto, 0.003, 1.000, 0.003
stimmverhalten, 0.003, 1.000, 0.003
verbrauchsteuergesetzen, 0.003, 1.000, 0.003
bundeshaushaltspläne, 0.003, 1.000, 0.003
auenschutzprogramm, 0.003, 1.000, 0.003
bekanntmachungen, 0.003, 1.000, 0.003
bundesnachrichtendienstes, 0.003, 1.000, 0.003
verbrauchsgrenzwerten, 0.003, 1.000, 0.003
beitrrlumsg, 0.003, 1.000, 0.003
steuervermeidung, 0.003, 1.000, 0.003
beitreibungsrichtlinie, 0.003, 1.000, 0.003
atommüllexport, 0.003, 1.000, 0.003
steuersparmodell, 0.003, 1.000, 0.003
angehörte, 0.003, 1.000, 0.003
aufgerufenen, 0.003, 1.000, 0.003
auflegung, 0.003, 1.000, 0.003
wildtierhandel, 0.003, 1.000, 0.003
aufspüren, 0.003, 1.000, 0.003
teilhabechancen, 0.003, 1.000, 0.003
betankung, 0.003, 1.000, 0.003
telekommunikationsendeinrichtungen, 0.003, 1.000, 0.003
zirkus, 0.003, 1.000, 0.003
versicherungswesen, 0.003, 1.000, 0.003
telemediengesetzes, 0.003, 1.000, 0.003
vertrat, 0.003, 1.000, 0.003
vertrauensgremiums, 0.003, 1.000, 0.003
verwaiste, 0.003, 1.000, 0.003
wirtschaftsführung, 0.003, 1.000, 0.003
zara, 0.003, 1.000, 0.003
verbraucherrecht, 0.003, 1.000, 0.003
verwaisten, 0.003, 1.000, 0.003
söldnerwesens, 0.003, 1.000, 0.003
tierarzneimittelgesetz, 0.003, 1.000, 0.003
bibliothek, 0.003, 1.000, 0.003
ausgerufenen, 0.003, 1.000, 0.003
ampelkennzeichnung, 0.003, 1.000, 0.003
tierheime, 0.003, 1.000, 0.003
verwaltungsdaten, 0.003, 1.000, 0.003
sturheit, 0.003, 1.000, 0.003
visumspflicht, 0.003, 1.000, 0.003
bleiberechtsregelung, 0.003, 1.000, 0.003
studienbedingungen, 0.003, 1.000, 0.003
tabakgesetzes, 0.003, 1.000, 0.003
bündnisfall, 0.003, 1.000, 0.003
bestandsaufnahmen, 0.003, 1.000, 0.003
wahlvorschlag, 0.003, 1.000, 0.003
arzneimittelgesetzes, 0.003, 1.000, 0.003
befolgen, 0.003, 1.000, 0.003
